metric_name,metric_value,scenario,n,salary,i
irr,0.0481022005613061,iis,15,100000,6
twr,0.044181935558671226,iis,15,100000,6
pension,559.9554492250782,iis,15,100000,6
kz,0.06719465390700939,iis,15,100000,6
savings,271046.7318108548,iis,15,100000,7
roi,1.6464818280138787,iis,15,100000,7
irr,0.11536243660730983,iis,15,100000,7
twr,0.08179009964669337,iis,15,100000,7
pension,1000.5157925445072,iis,15,100000,7
kz,0.12006189510534089,iis,15,100000,7
savings,236087.84446474022,iis,15,100000,8
roi,1.3051456330671019,iis,15,100000,8
irr,0.09966283315091151,iis,15,100000,8
twr,0.13907359079746806,iis,15,100000,8
pension,871.471923814225,iis,15,100000,8
kz,0.104576630857707,iis,15,100000,8
savings,152968.0148603029,iis,15,100000,9
roi,0.4935692782219194,iis,15,100000,9
irr,0.04909772585157923,iis,15,100000,9
twr,0.047745367511696335,iis,15,100000,9
pension,564.6513927669013,iis,15,100000,9
kz,0.06775816713202816,iis,15,100000,9
savings,448265.3589589039,iis,15,200000,0
roi,1.1884162164344305,iis,15,200000,0
irr,0.09371281691553568,iis,15,200000,0
twr,0.10588233167180006,iis,15,200000,0
pension,1654.6835591509407,iis,15,200000,0
kz,0.09928101354905645,iis,15,200000,0
savings,227927.1273548084,iis,15,200000,1
roi,0.11273247352202254,iis,15,200000,1
irr,0.013352954619420876,iis,15,200000,1
twr,0.02202945416213331,iis,15,200000,1
pension,841.3482388967743,iis,15,200000,1
kz,0.05048089433380647,iis,15,200000,1
savings,638059.7816298327,iis,15,200000,2
roi,2.1149861243267547,iis,15,200000,2
irr,0.13371300247234297,iis,15,200000,2
twr,0.1388154443480636,iis,15,200000,2
pension,2355.2724057696287,iis,15,200000,2
kz,0.14131634434617774,iis,15,200000,2
savings,546345.405115542,iis,15,200000,3
roi,1.6672396615838074,iis,15,200000,3
irr,0.11624625229002983,iis,15,200000,3
twr,0.11789151836754796,iis,15,200000,3
pension,2016.7267922775789,iis,15,200000,3
kz,0.12100360753665475,iis,15,200000,3
savings,283424.32648455567,iis,15,200000,4
roi,0.3836679096759549,iis,15,200000,4
irr,0.0399491007964099,iis,15,200000,4
twr,0.07040434963370568,iis,15,200000,4
pension,1046.2052530372257,iis,15,200000,4
kz,0.06277231518223356,iis,15,200000,4
savings,213003.84337927806,iis,15,200000,5
roi,0.039877509376776664,iis,15,200000,5
irr,0.004914540479519225,iis,15,200000,5
twr,0.02493706712703614,iis,15,200000,5
pension,786.2618661728123,iis,15,200000,5
kz,0.047175711970368746,iis,15,200000,5
savings,303391.70176643645,iis,15,200000,6
roi,0.4811479557986042,iis,15,200000,6
irr,0.0481022005613061,iis,15,200000,6
twr,0.044181935558671226,iis,15,200000,6
pension,1119.9108984501563,iis,15,200000,6
kz,0.06719465390700939,iis,15,200000,6
savings,542093.4636217096,iis,15,200000,7
roi,1.6464818280138787,iis,15,200000,7
irr,0.11536243660730983,iis,15,200000,7
twr,0.08179009964669337,iis,15,200000,7
pension,2001.0315850890145,iis,15,200000,7
kz,0.12006189510534089,iis,15,200000,7
savings,472175.68892948044,iis,15,200000,8
roi,1.3051456330671019,iis,15,200000,8
irr,0.09966283315091151,iis,15,200000,8
twr,0.13907359079746806,iis,15,200000,8
pension,1742.94384762845,iis,15,200000,8
kz,0.104576630857707,iis,15,200000,8
savings,305936.0297206058,iis,15,200000,9
roi,0.4935692782219194,iis,15,200000,9
irr,0.04909772585157923,iis,15,200000,9
twr,0.047745367511696335,iis,15,200000,9
pension,1129.3027855338025,iis,15,200000,9
kz,0.06775816713202816,iis,15,200000,9
savings,100532.75188965393,pds,16,50000,0
roi,0.8393338144858364,pds,16,50000,0
irr,0.06907362705494635,pds,16,50000,0
twr,0.10589496672692866,pds,16,50000,0
pension,384.7539788574958,pds,16,50000,0
kz,0.092340954925799,pds,16,50000,0
savings,175234.43781267092,pds,16,50000,1
roi,2.2060658926857775,pds,16,50000,1
irr,0.1282045644384453,pds,16,50000,1
twr,0.15388142311544462,pds,16,50000,1
pension,670.6485788361288,pds,16,50000,1
kz,0.16095565892067093,pds,16,50000,1
savings,102058.05968124735,pds,16,50000,2
roi,0.8672406423189779,pds,16,50000,2
irr,0.07071424882243593,pds,16,50000,2
twr,0.10626801644662764,pds,16,50000,2
pension,390.5915614439355,pds,16,50000,2
kz,0.09374197474654454,pds,16,50000,2
savings,140907.95652248446,pds,16,50000,3
roi,1.5780331711836713,pds,16,50000,3
irr,0.10530892891503219,pds,16,50000,3
twr,0.13525059565916275,pds,16,50000,3
pension,539.275966345892,pds,16,50000,3
kz,0.1294262319230141,pds,16,50000,3
savings,133342.90088439517,pds,16,50000,4
roi,1.439623922634728,pds,16,50000,4
irr,0.09945780677146088,pds,16,50000,4
twr,0.1303383411809318,pds,16,50000,4
pension,510.3233593365067,pds,16,50000,4
kz,0.12247760624076164,pds,16,50000,4
savings,174807.93775038674,pds,16,50000,5
roi,2.1982627044541387,pds,16,50000,5
irr,0.12795040515114398,pds,16,50000,5
twr,0.1516526314744835,pds,16,50000,5
pension,669.0162988789768,pds,16,50000,5
kz,0.16056391173095447,pds,16,50000,5
savings,218017.568827529,pds,16,50000,6
roi,2.988820349179519,pds,16,50000,6
irr,0.15085441154495238,pds,16,50000,6
twr,0.17296256678989796,pds,16,50000,6
pension,834.3860631538362,pds,16,50000,6
kz,0.2002526551569207,pds,16,50000,6
savings,177043.0602535655,pds,16,50000,7
roi,2.239156207539853,pds,16,50000,7
irr,0.12927513078205188,pds,16,50000,7
twr,0.1592958830088309,pds,16,50000,7
pension,677.5704492445798,pds,16,50000,7
kz,0.16261690781869917,pds,16,50000,7
savings,226267.29148187058,pds,16,50000,8
roi,3.1397561741026787,pds,16,50000,8
irr,0.15468180355612016,pds,16,50000,8
twr,0.17409855538219965,pds,16,50000,8
pension,865.9589939258167,pds,16,50000,8
kz,0.20783015854219603,pds,16,50000,8
savings,209625.66955002918,pds,16,50000,9
roi,2.8352832797296856,pds,16,50000,9
irr,0.14680265087844746,pds,16,50000,9
twr,0.1705952734809948,pds,16,50000,9
pension,802.2690010372695,pds,16,50000,9
kz,0.1925445602489447,pds,16,50000,9
savings,165326.20779058765,pds,16,100000,0
roi,0.5123931191285447,pds,16,100000,0
irr,0.04750049945646029,pds,16,100000,0
twr,0.07488689384535152,pds,16,100000,0
pension,632.7282906437177,pds,16,100000,0
kz,0.07592739487724615,pds,16,100000,0
savings,284319.13087837794,pds,16,100000,1
roi,1.600932440921492,pds,16,100000,1
irr,0.10624431696957393,pds,16,100000,1
twr,0.12264872906049695,pds,16,100000,1
pension,1088.132124253717,pds,16,100000,1
kz,0.13057585491044604,pds,16,100000,1
savings,167446.2105316519,pds,16,100000,2
roi,0.5317867627677944,pds,16,100000,2
irr,0.04892013773236026,pds,16,100000,2
twr,0.07494341865715781,pds,16,100000,2
pension,640.8418603459434,pds,16,100000,2
kz,0.07690102324151321,pds,16,100000,2
savings,229769.49728008732,pds,16,100000,3
roi,1.1019160320437285,pds,16,100000,3
irr,0.08352728697955447,pds,16,100000,3
twr,0.10418275093575646,pds,16,100000,3
pension,879.3624628482701,pds,16,100000,3
kz,0.10552349554179243,pds,16,100000,3
savings,217300.66969249124,pds,16,100000,4
roi,0.9878520291303675,pds,16,100000,4
irr,0.07750703176703655,pds,16,100000,4
twr,0.09910683207198567,pds,16,100000,4
pension,831.6423822194076,pds,16,100000,4
kz,0.09979708586632893,pds,16,100000,4
savings,283287.67257188243,pds,16,100000,5
roi,1.5914967291474234,pds,16,100000,5
irr,0.10585996332480385,pds,16,100000,5
twr,0.11996042901366377,pds,16,100000,5
pension,1084.1845780064466,pds,16,100000,5
kz,0.1301021493607736,pds,16,100000,5
savings,351400.24495514826,pds,16,100000,6
roi,2.2145859971785313,pds,16,100000,6
irr,0.12848132794409017,pds,16,100000,6
twr,0.14157105399905534,pds,16,100000,6
pension,1344.8616483351827,pds,16,100000,6
kz,0.16138339780022196,pds,16,100000,6
savings,286247.7884190132,pds,16,100000,7
roi,1.6185756714328146,pds,16,100000,7
irr,0.1069589943732765,pds,16,100000,7
twr,0.12882743334955538,pds,16,100000,7
pension,1095.5133870627508,pds,16,100000,7
kz,0.1314616064475301,pds,16,100000,7
savings,365437.09042211354,pds,16,100000,8
roi,2.342994123042032,pds,16,100000,8
irr,0.13256101129982656,pds,16,100000,8
twr,0.14236694610069467,pds,16,100000,8
pension,1398.5827694873285,pds,16,100000,8
kz,0.16782993233847945,pds,16,100000,8
savings,338418.4191764069,pds,16,100000,9
roi,2.0958291210372537,pds,16,100000,9
irr,0.12455176564689818,pds,16,100000,9
twr,0.13944301775815804,pds,16,100000,9
pension,1295.178246385857,pds,16,100000,9
kz,0.15542138956630286,pds,16,100000,9
savings,294913.11959245516,pds,16,200000,0
roi,0.3489227714498991,pds,16,200000,0
irr,0.034651125943956584,pds,16,200000,0
twr,0.055255642002619565,pds,16,200000,0
pension,1128.676914216162,pds,16,200000,0
kz,0.06772061485296973,pds,16,200000,0
savings,502488.51700979227,pds,16,200000,1
roi,1.2983657150393506,pds,16,200000,1
irr,0.0931046778936293,pds,16,200000,1
twr,0.10294376418662243,pds,16,200000,1
pension,1923.0992150888942,pds,16,200000,1
kz,0.11538595290533367,pds,16,200000,1
savings,298222.51223246066,pds,16,200000,2
roi,0.36405982299220124,pds,16,200000,2
irr,0.03591327352463236,pds,16,200000,2
twr,0.05509808909508562,pds,16,200000,2
pension,1141.342458149958,pds,16,200000,2
kz,0.0684805474889975,pds,16,200000,2
savings,407492.5787952929,pds,16,200000,3
roi,0.8638574624737562,pds,16,200000,3
irr,0.07051680057988241,pds,16,200000,3
twr,0.08456175644894004,pds,16,200000,3
pension,1559.5354558530255,pds,16,200000,3
kz,0.09357212735118155,pds,16,200000,3
savings,385216.2073086836,pds,16,200000,4
roi,0.7619660823781883,pds,16,200000,4
irr,0.06437730412177567,pds,16,200000,4
twr,0.07936436225314125,pds,16,200000,4
pension,1474.2804279852103,pds,16,200000,4
kz,0.08845682567911263,pds,16,200000,4
savings,500247.14221487386,pds,16,200000,5
roi,1.2881137414940658,pds,16,200000,5
irr,0.09262724077462936,pds,16,200000,5
twr,0.09994099721704108,pds,16,200000,5
pension,1914.5211362613861,pds,16,200000,5
kz,0.11487126817568319,pds,16,200000,5
savings,618165.5972103868,pds,16,200000,6
roi,1.8274688211780379,pds,16,200000,6
irr,0.11504845121250318,pds,16,200000,6
twr,0.1217969456763337,pds,16,200000,6
pension,2365.812818697876,pds,16,200000,6
kz,0.1419487691218726,pds,16,200000,6
savings,504657.2447499084,pds,16,200000,7
roi,1.3082854033792943,pds,16,200000,7
irr,0.09356444787062768,pds,16,200000,7
twr,0.10966528430894118,pds,16,200000,7
pension,1931.3992626990919,pds,16,200000,7
kz,0.11588395576194553,pds,16,200000,7
savings,643776.6883025995,pds,16,200000,8
roi,1.9446130975117084,pds,16,200000,8
irr,0.1193100149843136,pds,16,200000,8
twr,0.12235070268519044,pds,16,200000,8
pension,2463.830320610352,pds,16,200000,8
kz,0.14782981923662114,pds,16,200000,8
savings,596003.9184291626,pds,16,200000,9
roi,1.726102041691039,pds,16,200000,9
irr,0.11120589779647272,pds,16,200000,9
twr,0.11982294604231947,pds,16,200000,9
pension,2280.9967370830323,pds,16,200000,9
kz,0.13685980422498195,pds,16,200000,9
savings,76229.42899552552,iis,16,50000,0
roi,0.39468346160776563,iis,16,50000,0
irr,0.03841874432380843,iis,16,50000,0
twr,0.049754021969644624,iis,16,50000,0
pension,291.7415027518189,iis,16,50000,0
kz,0.07001796066043656,iis,16,50000,0
savings,136912.90452817487,iis,16,50000,1
roi,1.5049402329556576,iis,16,50000,1
irr,0.10226235769140324,iis,16,50000,1
twr,0.10237038751454763,iis,16,50000,1
pension,523.9863008223584,iis,16,50000,1
kz,0.12575671219736603,iis,16,50000,1
savings,121174.41860750527,iis,16,50000,2
roi,1.2169909945376054,iis,16,50000,2
irr,0.08924974933656271,iis,16,50000,2
twr,0.0957476469177252,iis,16,50000,2
pension,463.75274543518634,iis,16,50000,2
kz,0.11130065890444474,iis,16,50000,2
savings,130593.7256264465,iis,16,50000,3
roi,1.3893253789378135,iis,16,50000,3
irr,0.0972423032918941,iis,16,50000,3
twr,0.10045354133834428,iis,16,50000,3
pension,499.8018516766613,iis,16,50000,3
kz,0.11995244440239872,iis,16,50000,3
savings,112955.24885106804,iis,16,50000,4
roi,1.0666141613578293,iis,16,50000,4
irr,0.08170304262717365,iis,16,50000,4
twr,0.08097121037653854,iis,16,50000,4
pension,432.296745203884,iis,16,50000,4
kz,0.10375121884893217,iis,16,50000,4
savings,113971.48547417387,iis,16,50000,5
roi,1.0852070910176987,iis,16,50000,5
irr,0.08266804965032382,iis,16,50000,5
twr,0.09387642396047635,iis,16,50000,5
pension,436.18603577686895,iis,16,50000,5
kz,0.10468464858644856,iis,16,50000,5
savings,196135.43919452868,iis,16,50000,6
roi,2.5884678251471778,iis,16,50000,6
irr,0.13991926146031175,iis,16,50000,6
twr,0.14444696122417433,iis,16,50000,6
pension,750.6398582214033,iis,16,50000,6
kz,0.1801535659731368,iis,16,50000,6
savings,155346.92694136972,iis,16,50000,7
roi,1.8422066473754588,iis,16,50000,7
irr,0.11559484592119862,iis,16,50000,7
twr,0.10908702728821118,iis,16,50000,7
pension,594.5360802376267,iis,16,50000,7
kz,0.14268865925703042,iis,16,50000,7
savings,89285.07644284204,iis,16,50000,8
roi,0.6335478452885457,iis,16,50000,8
irr,0.05605297299339029,iis,16,50000,8
twr,0.07523653381084361,iis,16,50000,8
pension,341.7074313422278,iis,16,50000,8
kz,0.08200978352213469,iis,16,50000,8
savings,85018.9691200711,iis,16,50000,9
roi,0.5554957149379214,iis,16,50000,9
irr,0.05062848057991265,iis,16,50000,9
twr,0.05934389471714496,iis,16,50000,9
pension,325.38039626344226,iis,16,50000,9
kz,0.07809129510322615,iis,16,50000,9
savings,152458.85799105105,iis,16,100000,0
roi,0.39468346160776563,iis,16,100000,0
irr,0.03841874432380843,iis,16,100000,0
twr,0.049754021969644624,iis,16,100000,0
pension,583.4830055036379,iis,16,100000,0
kz,0.07001796066043656,iis,16,100000,0
savings,273825.80905634974,iis,16,100000,1
roi,1.5049402329556576,iis,16,100000,1
irr,0.10226235769140324,iis,16,100000,1
twr,0.10237038751454763,iis,16,100000,1
pension,1047.9726016447169,iis,16,100000,1
kz,0.12575671219736603,iis,16,100000,1
savings,242348.83721501054,iis,16,100000,2
roi,1.2169909945376054,iis,16,100000,2
irr,0.08924974933656271,iis,16,100000,2
twr,0.0957476469177252,iis,16,100000,2
pension,927.5054908703727,iis,16,100000,2
kz,0.11130065890444474,iis,16,100000,2
savings,261187.451252893,iis,16,100000,3
roi,1.3893253789378135,iis,16,100000,3
irr,0.0972423032918941,iis,16,100000,3
twr,0.10045354133834428,iis,16,100000,3
pension,999.6037033533225,iis,16,100000,3
kz,0.11995244440239872,iis,16,100000,3
savings,225910.49770213608,iis,16,100000,4
roi,1.0666141613578293,iis,16,100000,4
irr,0.08170304262717365,iis,16,100000,4
twr,0.08097121037653854,iis,16,100000,4
pension,864.593490407768,iis,16,100000,4
kz,0.10375121884893217,iis,16,100000,4
savings,227942.97094834773,iis,16,100000,5
roi,1.0852070910176987,iis,16,100000,5
irr,0.08266804965032382,iis,16,100000,5
twr,0.09387642396047635,iis,16,100000,5
pension,872.3720715537379,iis,16,100000,5
kz,0.10468464858644856,iis,16,100000,5
savings,392270.87838905735,iis,16,100000,6
roi,2.5884678251471778,iis,16,100000,6
irr,0.13991926146031175,iis,16,100000,6
twr,0.14444696122417433,iis,16,100000,6
pension,1501.2797164428066,iis,16,100000,6
kz,0.1801535659731368,iis,16,100000,6
savings,310693.85388273944,iis,16,100000,7
roi,1.8422066473754588,iis,16,100000,7
irr,0.11559484592119862,iis,16,100000,7
twr,0.10908702728821118,iis,16,100000,7
pension,1189.0721604752534,iis,16,100000,7
kz,0.14268865925703042,iis,16,100000,7
savings,178570.15288568407,iis,16,100000,8
roi,0.6335478452885457,iis,16,100000,8
irr,0.05605297299339029,iis,16,100000,8
twr,0.07523653381084361,iis,16,100000,8
pension,683.4148626844556,iis,16,100000,8
kz,0.08200978352213469,iis,16,100000,8
savings,170037.9382401422,iis,16,100000,9
roi,0.5554957149379214,iis,16,100000,9
irr,0.05062848057991265,iis,16,100000,9
twr,0.05934389471714496,iis,16,100000,9
pension,650.7607925268845,iis,16,100000,9
kz,0.07809129510322615,iis,16,100000,9
savings,304917.7159821021,iis,16,200000,0
roi,0.39468346160776563,iis,16,200000,0
irr,0.03841874432380843,iis,16,200000,0
twr,0.049754021969644624,iis,16,200000,0
pension,1166.9660110072757,iis,16,200000,0
kz,0.07001796066043656,iis,16,200000,0
savings,547651.6181126995,iis,16,200000,1
roi,1.5049402329556576,iis,16,200000,1
irr,0.10226235769140324,iis,16,200000,1
twr,0.10237038751454763,iis,16,200000,1
pension,2095.9452032894337,iis,16,200000,1
kz,0.12575671219736603,iis,16,200000,1
savings,484697.6744300211,iis,16,200000,2
roi,1.2169909945376054,iis,16,200000,2
irr,0.08924974933656271,iis,16,200000,2
twr,0.0957476469177252,iis,16,200000,2
pension,1855.0109817407454,iis,16,200000,2
kz,0.11130065890444474,iis,16,200000,2
savings,522374.902505786,iis,16,200000,3
roi,1.3893253789378135,iis,16,200000,3
irr,0.0972423032918941,iis,16,200000,3
twr,0.10045354133834428,iis,16,200000,3
pension,1999.207406706645,iis,16,200000,3
kz,0.11995244440239872,iis,16,200000,3
savings,451820.99540427217,iis,16,200000,4
roi,1.0666141613578293,iis,16,200000,4
irr,0.08170304262717365,iis,16,200000,4
twr,0.08097121037653854,iis,16,200000,4
pension,1729.186980815536,iis,16,200000,4
kz,0.10375121884893217,iis,16,200000,4
savings,455885.94189669547,iis,16,200000,5
roi,1.0852070910176987,iis,16,200000,5
irr,0.08266804965032382,iis,16,200000,5
twr,0.09387642396047635,iis,16,200000,5
pension,1744.7441431074758,iis,16,200000,5
kz,0.10468464858644856,iis,16,200000,5
savings,784541.7567781147,iis,16,200000,6
roi,2.5884678251471778,iis,16,200000,6
irr,0.13991926146031175,iis,16,200000,6
twr,0.14444696122417433,iis,16,200000,6
pension,3002.559432885613,iis,16,200000,6
kz,0.1801535659731368,iis,16,200000,6
savings,621387.7077654789,iis,16,200000,7
roi,1.8422066473754588,iis,16,200000,7
irr,0.11559484592119862,iis,16,200000,7
twr,0.10908702728821118,iis,16,200000,7
pension,2378.144320950507,iis,16,200000,7
kz,0.14268865925703042,iis,16,200000,7
savings,357140.30577136815,iis,16,200000,8
roi,0.6335478452885457,iis,16,200000,8
irr,0.05605297299339029,iis,16,200000,8
twr,0.07523653381084361,iis,16,200000,8
pension,1366.829725368911,iis,16,200000,8
kz,0.08200978352213469,iis,16,200000,8
savings,340075.8764802844,iis,16,200000,9
roi,0.5554957149379214,iis,16,200000,9
irr,0.05062848057991265,iis,16,200000,9
twr,0.05934389471714496,iis,16,200000,9
pension,1301.521585053769,iis,16,200000,9
kz,0.07809129510322615,iis,16,200000,9
savings,109489.33280682984,iis,16,50000,0
roi,1.0032022238697003,iis,16,50000,0
irr,0.07833893563888505,iis,16,50000,0
twr,0.09451645881648996,iis,16,50000,0
pension,419.03216263411235,iis,16,50000,0
kz,0.10056771903218698,iis,16,50000,0
savings,52171.181985714575,iis,16,50000,1
roi,-0.04548301559131353,iis,16,50000,1
irr,-0.005544412069940496,iis,16,50000,1
twr,0.023346905037799903,iis,16,50000,1
pension,199.66696895688935,iis,16,50000,1
kz,0.04792007254965345,iis,16,50000,1
savings,95986.86021412774,iis,16,50000,2
roi,0.7561627869488344,iis,16,50000,2
irr,0.06401586721847385,iis,16,50000,2
twr,0.07367064431291337,iis,16,50000,2
pension,367.3561669331425,iis,16,50000,2
kz,0.08816548006395421,iis,16,50000,2
savings,100572.98436399258,iis,16,50000,3
roi,0.8400699024681165,iis,16,50000,3
irr,0.06911725307590255,iis,16,50000,3
twr,0.06312241376681671,iis,16,50000,3
pension,384.9079545946572,iis,16,50000,3
kz,0.09237790910271775,iis,16,50000,3
savings,52622.12067330873,iis,16,50000,4
roi,-0.03723270153184974,iis,16,50000,4
irr,-0.00451584085489265,iis,16,50000,4
twr,0.024042564094874486,iis,16,50000,4
pension,201.3927792128651,iis,16,50000,4
kz,0.04833426701108763,iis,16,50000,4
savings,101377.74438570882,iis,16,50000,5
roi,0.8547936844462897,iis,16,50000,5
irr,0.06998586799597328,iis,16,50000,5
twr,0.07019553145176549,iis,16,50000,5
pension,387.98789237175725,iis,16,50000,5
kz,0.09311709416922176,iis,16,50000,5
savings,92000.90145938321,iis,16,50000,6
roi,0.683236217418592,iis,16,50000,6
irr,0.05935750434303588,iis,16,50000,6
twr,0.05939360703351437,iis,16,50000,6
pension,352.101302606608,iis,16,50000,6
kz,0.08450431262558593,iis,16,50000,6
savings,119012.84777476739,iis,16,50000,7
roi,1.1774431830002763,iis,16,50000,7
irr,0.08732036038625512,iis,16,50000,7
twr,0.07233767898040533,iis,16,50000,7
pension,455.4800883871522,iis,16,50000,7
kz,0.10931522121291654,iis,16,50000,7
savings,78117.6978273457,iis,16,50000,8
roi,0.42923097620299644,iis,16,50000,8
irr,0.041171432051862356,iis,16,50000,8
twr,0.051396288306399196,iis,16,50000,8
pension,298.9681918908256,iis,16,50000,8
kz,0.07175236605379816,iis,16,50000,8
savings,54682.90464775865,iis,16,50000,9
roi,0.0004711270942354778,iis,16,50000,9
irr,5.586681346914091e-05,iis,16,50000,9
twr,0.004878571149871558,iis,16,50000,9
pension,209.2797097785942,iis,16,50000,9
kz,0.05022713034686262,iis,16,50000,9
savings,218978.6656136597,iis,16,100000,0
roi,1.0032022238697003,iis,16,100000,0
irr,0.07833893563888505,iis,16,100000,0
twr,0.09451645881648996,iis,16,100000,0
pension,838.0643252682247,iis,16,100000,0
kz,0.10056771903218698,iis,16,100000,0
savings,104342.36397142915,iis,16,100000,1
roi,-0.04548301559131353,iis,16,100000,1
irr,-0.005544412069940496,iis,16,100000,1
twr,0.023346905037799903,iis,16,100000,1
pension,399.3339379137787,iis,16,100000,1
kz,0.04792007254965345,iis,16,100000,1
savings,191973.72042825547,iis,16,100000,2
roi,0.7561627869488344,iis,16,100000,2
irr,0.06401586721847385,iis,16,100000,2
twr,0.07367064431291337,iis,16,100000,2
pension,734.712333866285,iis,16,100000,2
kz,0.08816548006395421,iis,16,100000,2
savings,201145.96872798516,iis,16,100000,3
roi,0.8400699024681165,iis,16,100000,3
irr,0.06911725307590255,iis,16,100000,3
twr,0.06312241376681671,iis,16,100000,3
pension,769.8159091893144,iis,16,100000,3
kz,0.09237790910271775,iis,16,100000,3
savings,105244.24134661746,iis,16,100000,4
roi,-0.03723270153184974,iis,16,100000,4
irr,-0.00451584085489265,iis,16,100000,4
twr,0.024042564094874486,iis,16,100000,4
pension,402.7855584257302,iis,16,100000,4
kz,0.04833426701108763,iis,16,100000,4
savings,202755.48877141764,iis,16,100000,5
roi,0.8547936844462897,iis,16,100000,5
irr,0.06998586799597328,iis,16,100000,5
twr,0.07019553145176549,iis,16,100000,5
pension,775.9757847435145,iis,16,100000,5
kz,0.09311709416922176,iis,16,100000,5
savings,184001.80291876642,iis,16,100000,6
roi,0.683236217418592,iis,16,100000,6
irr,0.05935750434303588,iis,16,100000,6
twr,0.05939360703351437,iis,16,100000,6
pension,704.202605213216,iis,16,100000,6
kz,0.08450431262558593,iis,16,100000,6
savings,238025.69554953478,iis,16,100000,7
roi,1.1774431830002763,iis,16,100000,7
irr,0.08732036038625512,iis,16,100000,7
twr,0.07233767898040533,iis,16,100000,7
pension,910.9601767743044,iis,16,100000,7
kz,0.10931522121291654,iis,16,100000,7
savings,156235.3956546914,iis,16,100000,8
roi,0.42923097620299644,iis,16,100000,8
irr,0.041171432051862356,iis,16,100000,8
twr,0.051396288306399196,iis,16,100000,8
pension,597.9363837816512,iis,16,100000,8
kz,0.07175236605379816,iis,16,100000,8
savings,109365.8092955173,iis,16,100000,9
roi,0.0004711270942354778,iis,16,100000,9
irr,5.586681346914091e-05,iis,16,100000,9
twr,0.004878571149871558,iis,16,100000,9
pension,418.5594195571884,iis,16,100000,9
kz,0.05022713034686262,iis,16,100000,9
savings,437957.3312273194,iis,16,200000,0
roi,1.0032022238697003,iis,16,200000,0
irr,0.07833893563888505,iis,16,200000,0
twr,0.09451645881648996,iis,16,200000,0
pension,1676.1286505364494,iis,16,200000,0
kz,0.10056771903218698,iis,16,200000,0
savings,208684.7279428583,iis,16,200000,1
roi,-0.04548301559131353,iis,16,200000,1
irr,-0.005544412069940496,iis,16,200000,1
twr,0.023346905037799903,iis,16,200000,1
pension,798.6678758275574,iis,16,200000,1
kz,0.04792007254965345,iis,16,200000,1
savings,383947.44085651095,iis,16,200000,2
roi,0.7561627869488344,iis,16,200000,2
irr,0.06401586721847385,iis,16,200000,2
twr,0.07367064431291337,iis,16,200000,2
pension,1469.42466773257,iis,16,200000,2
kz,0.08816548006395421,iis,16,200000,2
savings,402291.9374559703,iis,16,200000,3
roi,0.8400699024681165,iis,16,200000,3
irr,0.06911725307590255,iis,16,200000,3
twr,0.06312241376681671,iis,16,200000,3
pension,1539.6318183786289,iis,16,200000,3
kz,0.09237790910271775,iis,16,200000,3
savings,210488.48269323492,iis,16,200000,4
roi,-0.03723270153184974,iis,16,200000,4
irr,-0.00451584085489265,iis,16,200000,4
twr,0.024042564094874486,iis,16,200000,4
pension,805.5711168514604,iis,16,200000,4
kz,0.04833426701108763,iis,16,200000,4
savings,405510.9775428353,iis,16,200000,5
roi,0.8547936844462897,iis,16,200000,5
irr,0.06998586799597328,iis,16,200000,5
twr,0.07019553145176549,iis,16,200000,5
pension,1551.951569487029,iis,16,200000,5
kz,0.09311709416922176,iis,16,200000,5
savings,368003.60583753284,iis,16,200000,6
roi,0.683236217418592,iis,16,200000,6
irr,0.05935750434303588,iis,16,200000,6
twr,0.05939360703351437,iis,16,200000,6
pension,1408.405210426432,iis,16,200000,6
kz,0.08450431262558593,iis,16,200000,6
savings,476051.39109906956,iis,16,200000,7
roi,1.1774431830002763,iis,16,200000,7
irr,0.08732036038625512,iis,16,200000,7
twr,0.07233767898040533,iis,16,200000,7
pension,1821.9203535486088,iis,16,200000,7
kz,0.10931522121291654,iis,16,200000,7
savings,312470.7913093828,iis,16,200000,8
roi,0.42923097620299644,iis,16,200000,8
irr,0.041171432051862356,iis,16,200000,8
twr,0.051396288306399196,iis,16,200000,8
pension,1195.8727675633024,iis,16,200000,8
kz,0.07175236605379816,iis,16,200000,8
savings,218731.6185910346,iis,16,200000,9
roi,0.0004711270942354778,iis,16,200000,9
irr,5.586681346914091e-05,iis,16,200000,9
twr,0.004878571149871558,iis,16,200000,9
pension,837.1188391143768,iis,16,200000,9
kz,0.05022713034686262,iis,16,200000,9
savings,243862.02305807415,iis,16,50000,0
roi,3.461667035355483,iis,16,50000,0
irr,0.1623809006215986,iis,16,50000,0
twr,0.11549679122102563,iis,16,50000,0
pension,933.2966809345678,iis,16,50000,0
kz,0.2239912034242963,iis,16,50000,0
savings,154426.4769659484,iis,16,50000,1
roi,1.8253662174408105,iis,16,50000,1
irr,0.11497025093335789,iis,16,50000,1
twr,0.10947724328428787,iis,16,50000,1
pension,591.0133795880777,iis,16,50000,1
kz,0.14184321110113865,iis,16,50000,1
savings,74937.48004983935,iis,16,50000,2
roi,0.3710461360822673,iis,16,50000,2
irr,0.03649044288647807,iis,16,50000,2
twr,0.043104226183853456,iis,16,50000,2
pension,286.79701960587755,iis,16,50000,2
kz,0.06883128470541063,iis,16,50000,2
savings,87933.72953350296,iis,16,50000,3
roi,0.6088237825455255,iis,16,50000,3
irr,0.054366638418893,iis,16,50000,3
twr,0.029028686473064225,iis,16,50000,3
