metric_name,metric_value,scenario,n,salary,i
pension,336.5356232457412,iis,16,50000,3
kz,0.0807685495789779,iis,16,50000,3
savings,56826.36843712626,iis,16,50000,4
roi,0.03968765458208512,iis,16,50000,4
irr,0.004600888761868038,iis,16,50000,4
twr,0.050258147433343,iis,16,50000,4
pension,217.48306844524404,iis,16,50000,4
kz,0.05219593642685858,iis,16,50000,4
savings,84625.82515173854,iis,16,50000,5
roi,0.5483028053505171,iis,16,50000,5
irr,0.05011330270771985,iis,16,50000,5
twr,0.037446459822990885,iis,16,50000,5
pension,323.87577510032315,iis,16,50000,5
kz,0.07773018602407757,iis,16,50000,5
savings,146363.75210126198,iis,16,50000,6
roi,1.677851679126062,iis,16,50000,6
irr,0.1093228032903717,iis,16,50000,6
twr,0.06341770974934824,iis,16,50000,6
pension,560.156117513661,iis,16,50000,6
kz,0.13443746820327865,iis,16,50000,6
savings,193587.95599397237,iis,16,50000,7
roi,2.5418594124205383,iis,16,50000,7
irr,0.1385637198145262,iis,16,50000,7
twr,0.1402413197597181,iis,16,50000,7
pension,740.8902564342911,iis,16,50000,7
kz,0.1778136615442299,iis,16,50000,7
savings,47594.83428132132,iis,16,50000,8
roi,-0.12921126256871882,iis,16,50000,8
irr,-0.016619762370489455,iis,16,50000,8
twr,0.029118387044887895,iis,16,50000,8
pension,182.15259722424926,iis,16,50000,8
kz,0.04371662333381983,iis,16,50000,8
savings,96958.51518619747,iis,16,50000,9
roi,0.7739400566698783,iis,16,50000,9
irr,0.0651189061871611,iis,16,50000,9
twr,0.06498309080898546,iis,16,50000,9
pension,371.07483681488253,iis,16,50000,9
kz,0.08905796083557183,iis,16,50000,9
savings,487724.0461161483,iis,16,100000,0
roi,3.461667035355483,iis,16,100000,0
irr,0.1623809006215986,iis,16,100000,0
twr,0.11549679122102563,iis,16,100000,0
pension,1866.5933618691356,iis,16,100000,0
kz,0.2239912034242963,iis,16,100000,0
savings,308852.9539318968,iis,16,100000,1
roi,1.8253662174408105,iis,16,100000,1
irr,0.11497025093335789,iis,16,100000,1
twr,0.10947724328428787,iis,16,100000,1
pension,1182.0267591761553,iis,16,100000,1
kz,0.14184321110113865,iis,16,100000,1
savings,149874.9600996787,iis,16,100000,2
roi,0.3710461360822673,iis,16,100000,2
irr,0.03649044288647807,iis,16,100000,2
twr,0.043104226183853456,iis,16,100000,2
pension,573.5940392117551,iis,16,100000,2
kz,0.06883128470541063,iis,16,100000,2
savings,175867.45906700593,iis,16,100000,3
roi,0.6088237825455255,iis,16,100000,3
irr,0.054366638418893,iis,16,100000,3
twr,0.029028686473064225,iis,16,100000,3
pension,673.0712464914824,iis,16,100000,3
kz,0.0807685495789779,iis,16,100000,3
savings,113652.73687425251,iis,16,100000,4
roi,0.03968765458208512,iis,16,100000,4
irr,0.004600888761868038,iis,16,100000,4
twr,0.050258147433343,iis,16,100000,4
pension,434.9661368904881,iis,16,100000,4
kz,0.05219593642685858,iis,16,100000,4
savings,169251.65030347707,iis,16,100000,5
roi,0.5483028053505171,iis,16,100000,5
irr,0.05011330270771985,iis,16,100000,5
twr,0.037446459822990885,iis,16,100000,5
pension,647.7515502006463,iis,16,100000,5
kz,0.07773018602407757,iis,16,100000,5
savings,292727.50420252397,iis,16,100000,6
roi,1.677851679126062,iis,16,100000,6
irr,0.1093228032903717,iis,16,100000,6
twr,0.06341770974934824,iis,16,100000,6
pension,1120.312235027322,iis,16,100000,6
kz,0.13443746820327865,iis,16,100000,6
savings,387175.91198794474,iis,16,100000,7
roi,2.5418594124205383,iis,16,100000,7
irr,0.1385637198145262,iis,16,100000,7
twr,0.1402413197597181,iis,16,100000,7
pension,1481.7805128685823,iis,16,100000,7
kz,0.1778136615442299,iis,16,100000,7
savings,95189.66856264263,iis,16,100000,8
roi,-0.12921126256871882,iis,16,100000,8
irr,-0.016619762370489455,iis,16,100000,8
twr,0.029118387044887895,iis,16,100000,8
pension,364.3051944484985,iis,16,100000,8
kz,0.04371662333381983,iis,16,100000,8
savings,193917.03037239495,iis,16,100000,9
roi,0.7739400566698783,iis,16,100000,9
irr,0.0651189061871611,iis,16,100000,9
twr,0.06498309080898546,iis,16,100000,9
pension,742.1496736297651,iis,16,100000,9
kz,0.08905796083557183,iis,16,100000,9
savings,975448.0922322966,iis,16,200000,0
roi,3.461667035355483,iis,16,200000,0
irr,0.1623809006215986,iis,16,200000,0
twr,0.11549679122102563,iis,16,200000,0
pension,3733.186723738271,iis,16,200000,0
kz,0.2239912034242963,iis,16,200000,0
savings,617705.9078637935,iis,16,200000,1
roi,1.8253662174408105,iis,16,200000,1
irr,0.11497025093335789,iis,16,200000,1
twr,0.10947724328428787,iis,16,200000,1
pension,2364.0535183523107,iis,16,200000,1
kz,0.14184321110113865,iis,16,200000,1
savings,299749.9201993574,iis,16,200000,2
roi,0.3710461360822673,iis,16,200000,2
irr,0.03649044288647807,iis,16,200000,2
twr,0.043104226183853456,iis,16,200000,2
pension,1147.1880784235102,iis,16,200000,2
kz,0.06883128470541063,iis,16,200000,2
savings,351734.91813401185,iis,16,200000,3
roi,0.6088237825455255,iis,16,200000,3
irr,0.054366638418893,iis,16,200000,3
twr,0.029028686473064225,iis,16,200000,3
pension,1346.1424929829648,iis,16,200000,3
kz,0.0807685495789779,iis,16,200000,3
savings,227305.47374850503,iis,16,200000,4
roi,0.03968765458208512,iis,16,200000,4
irr,0.004600888761868038,iis,16,200000,4
twr,0.050258147433343,iis,16,200000,4
pension,869.9322737809762,iis,16,200000,4
kz,0.05219593642685858,iis,16,200000,4
savings,338503.30060695414,iis,16,200000,5
roi,0.5483028053505171,iis,16,200000,5
irr,0.05011330270771985,iis,16,200000,5
twr,0.037446459822990885,iis,16,200000,5
pension,1295.5031004012926,iis,16,200000,5
kz,0.07773018602407757,iis,16,200000,5
savings,585455.0084050479,iis,16,200000,6
roi,1.677851679126062,iis,16,200000,6
irr,0.1093228032903717,iis,16,200000,6
twr,0.06341770974934824,iis,16,200000,6
pension,2240.624470054644,iis,16,200000,6
kz,0.13443746820327865,iis,16,200000,6
savings,774351.8239758895,iis,16,200000,7
roi,2.5418594124205383,iis,16,200000,7
irr,0.1385637198145262,iis,16,200000,7
twr,0.1402413197597181,iis,16,200000,7
pension,2963.5610257371645,iis,16,200000,7
kz,0.1778136615442299,iis,16,200000,7
savings,190379.33712528527,iis,16,200000,8
roi,-0.12921126256871882,iis,16,200000,8
irr,-0.016619762370489455,iis,16,200000,8
twr,0.029118387044887895,iis,16,200000,8
pension,728.610388896997,iis,16,200000,8
kz,0.04371662333381983,iis,16,200000,8
savings,387834.0607447899,iis,16,200000,9
roi,0.7739400566698783,iis,16,200000,9
irr,0.0651189061871611,iis,16,200000,9
twr,0.06498309080898546,iis,16,200000,9
pension,1484.2993472595301,iis,16,200000,9
kz,0.08905796083557183,iis,16,200000,9
savings,175211.59134143862,pds,17,50000,0
roi,2.015408219334581,pds,17,50000,0
irr,0.11451580660771232,pds,17,50000,0
twr,0.1416187032476759,pds,17,50000,0
pension,696.0132493621835,pds,17,50000,0
kz,0.16704317984692402,pds,17,50000,0
savings,207407.58026339393,pds,17,50000,1
roi,2.569504263332489,pds,17,50000,1
irr,0.13096680915349967,pds,17,50000,1
twr,0.1574666356473471,pds,17,50000,1
pension,823.9090962889453,pds,17,50000,1
kz,0.19773818310934685,pds,17,50000,1
savings,155480.09568398073,pds,17,50000,2
roi,1.6758272947522739,pds,17,50000,2
irr,0.10275049081885568,pds,17,50000,2
twr,0.13433110882838806,pds,17,50000,2
pension,617.6315492578763,pds,17,50000,2
kz,0.14823157182189028,pds,17,50000,2
savings,156270.2265255956,pds,17,50000,3
roi,1.689425521992344,pds,17,50000,3
irr,0.1032517853350825,pds,17,50000,3
twr,0.13283738318970761,pds,17,50000,3
pension,620.7702772968331,pds,17,50000,3
kz,0.14898486655123994,pds,17,50000,3
savings,185738.29249999416,pds,17,50000,4
roi,2.196573751551741,pds,17,50000,4
irr,0.12022546296343672,pds,17,50000,4
twr,0.14602192166036154,pds,17,50000,4
pension,737.8296806972152,pds,17,50000,4
kz,0.17707912336733161,pds,17,50000,4
savings,177448.908670037,pds,17,50000,5
roi,2.0539126642189856,pds,17,50000,5
irr,0.11575940652592065,pds,17,50000,5
twr,0.14127657668067028,pds,17,50000,5
pension,704.9008035006395,pds,17,50000,5
kz,0.16917619284015348,pds,17,50000,5
savings,210898.21567985465,pds,17,50000,6
roi,2.6295784321983167,pds,17,50000,6
irr,0.13258534315221904,pds,17,50000,6
twr,0.15977207750251754,pds,17,50000,6
pension,837.7753506842671,pds,17,50000,6
kz,0.20106608416422408,pds,17,50000,6
savings,160911.6945937262,pds,17,50000,7
roi,1.7693056306955741,pds,17,50000,7
irr,0.10614250605039688,pds,17,50000,7
twr,0.13688791427965774,pds,17,50000,7
pension,639.2081172090054,pds,17,50000,7
kz,0.1534099481301613,pds,17,50000,7
savings,146006.46550865067,pds,17,50000,8
roi,1.5127852147225485,pds,17,50000,8
irr,0.09651657078405163,pds,17,50000,8
twr,0.13167746077317788,pds,17,50000,8
pension,579.9983534681201,pds,17,50000,8
kz,0.1391996048323488,pds,17,50000,8
savings,169831.29190649846,pds,17,50000,9
roi,1.9228127522516751,pds,17,50000,9
irr,0.11145433216566136,pds,17,50000,9
twr,0.1402354073862997,pds,17,50000,9
pension,674.6404642422954,pds,17,50000,9
kz,0.16191371141815086,pds,17,50000,9
savings,286097.29590031103,pds,17,100000,0
roi,1.4618808920753228,pds,17,100000,0
irr,0.09448021855113309,pds,17,100000,0
twr,0.11235100617483806,pds,17,100000,0
pension,1136.497346030409,pds,17,100000,0
kz,0.13637968152364907,pds,17,100000,0
savings,337213.50511384575,pds,17,100000,1
roi,1.9017383131044774,pds,17,100000,1
irr,0.1107430463423924,pds,17,100000,1
twr,0.12856735446811696,pds,17,100000,1
pension,1339.5521701856142,pds,17,100000,1
kz,0.1607462604222737,pds,17,100000,1
savings,254422.49499668452,pds,17,100000,2
roi,1.1893177178602832,pds,17,100000,2
irr,0.08273501907636405,pds,17,100000,2
twr,0.10562383792185126,pds,17,100000,2
pension,1010.6718744902777,pds,17,100000,2
kz,0.1212806249388333,pds,17,100000,2
savings,256278.19883278184,pds,17,100000,3
roi,1.20528613797786,pds,17,100000,3
irr,0.08346612105357432,pds,17,100000,3
twr,0.10384036165697119,pds,17,100000,3
pension,1018.0435012583891,pds,17,100000,3
kz,0.12216522015100668,pds,17,100000,3
savings,302753.49775728444,pds,17,100000,4
roi,1.6052083043711751,pds,17,100000,4
irr,0.10010217827921242,pds,17,100000,4
twr,0.11665218064363247,pds,17,100000,4
pension,1202.6627012317842,pds,17,100000,4
kz,0.1443195241478141,pds,17,100000,4
savings,289439.2432030616,pds,17,100000,5
roi,1.4906385081900555,pds,17,100000,5
irr,0.09563616924134877,pds,17,100000,5
twr,0.11168117983230985,pds,17,100000,5
pension,1149.7729494512569,pds,17,100000,5
kz,0.13797275393415082,pds,17,100000,5
savings,341987.1530493775,pds,17,100000,6
roi,1.9428157815265326,pds,17,100000,6
irr,0.11212439434196275,pds,17,100000,6
twr,0.1309527441803755,pds,17,100000,6
pension,1358.5150834579779,pds,17,100000,6
kz,0.16302181001495733,pds,17,100000,6
savings,262475.31125243113,pds,17,100000,7
roi,1.2586125862547193,pds,17,100000,7
irr,0.08586633474160354,pds,17,100000,7
twr,0.1079160799611878,pds,17,100000,7
pension,1042.6610069772744,pds,17,100000,7
kz,0.12511932083727292,pds,17,100000,7
savings,239159.45573540512,pds,17,100000,8
roi,1.0579785362224663,pds,17,100000,8
irr,0.0764904696053017,pds,17,100000,8
twr,0.1034296995361832,pds,17,100000,8
pension,950.0407400427636,pds,17,100000,8
kz,0.11400488880513161,pds,17,100000,8
savings,277289.8947051118,pds,17,100000,9
roi,1.386092784246238,pds,17,100000,9
irr,0.09136221840831937,pds,17,100000,9
twr,0.11120589770440326,pds,17,100000,9
pension,1101.510688598817,pds,17,100000,9
kz,0.13218128263185805,pds,17,100000,9
savings,507868.705018056,pds,17,200000,0
roi,1.1851172284456943,pds,17,200000,0
irr,0.08254173303412982,pds,17,200000,0
twr,0.09385180727826437,pds,17,200000,0
pension,2017.4655393668604,pds,17,200000,0
kz,0.12104793236201161,pds,17,200000,0
savings,596825.3548147486,pds,17,200000,1
roi,1.5678553379904685,pds,17,200000,1
irr,0.09866986816616374,pds,17,200000,1
twr,0.110348282183512,pds,17,200000,1
pension,2370.838317978949,pds,17,200000,1
kz,0.14225029907873693,pds,17,200000,1
savings,452307.2936220921,pds,17,200000,2
roi,0.9460629294142878,pds,17,200000,2
irr,0.0708130785397183,pds,17,200000,2
twr,0.08750552525258048,pds,17,200000,2
pension,1796.7525249550804,pds,17,200000,2
kz,0.10780515149730481,pds,17,200000,2
savings,456294.14344715426,pds,17,200000,3
roi,0.9632164459706176,pds,17,200000,3
irr,0.07170630784910181,pds,17,200000,3
twr,0.08551346647426095,pds,17,200000,3
pension,1812.5899491815007,pds,17,200000,3
kz,0.10875539695089004,pds,17,200000,3
savings,536783.9082718649,pds,17,200000,4
roi,1.3095255807808919,pds,17,200000,4
irr,0.08810086360685054,pds,17,200000,4
twr,0.09809165261099362,pds,17,200000,4
pension,2132.328742300922,pds,17,200000,4
kz,0.1279397245380553,pds,17,200000,4
savings,513419.912269111,pds,17,200000,5
roi,1.2090014301755918,pds,17,200000,5
irr,0.08363539229230033,pds,17,200000,5
twr,0.09295748771646029,pds,17,200000,5
pension,2039.5172413524924,pds,17,200000,5
kz,0.12237103448114954,pds,17,200000,5
savings,604165.0277884232,pds,17,200000,6
roi,1.5994344561906406,pds,17,200000,6
irr,0.09988223349977976,pds,17,200000,6
twr,0.1127976783113418,pds,17,200000,6
pension,2399.9945490053997,pds,17,200000,6
kz,0.14399967294032398,pds,17,200000,6
savings,465602.54456984083,pds,17,200000,7
roi,1.0032660640342912,pds,17,200000,7
irr,0.07375867052733365,pds,17,200000,7
twr,0.0896160829192516,pds,17,200000,7
pension,1849.5667865138114,pds,17,200000,7
kz,0.11097400719082867,pds,17,200000,7
savings,425465.4361889137,pds,17,200000,8
roi,0.8305751969724237,pds,17,200000,8
irr,0.0645627643665021,pds,17,200000,8
twr,0.08561994832211273,pds,17,200000,8
pension,1690.1255131920493,pds,17,200000,8
kz,0.10140753079152295,pds,17,200000,8
savings,492207.10030233854,pds,17,200000,9
roi,1.11773280024352,pds,17,200000,9
irr,0.07938416529880787,pds,17,200000,9
twr,0.09287276508229736,pds,17,200000,9
pension,1955.2511373118607,pds,17,200000,9
kz,0.11731506823871163,pds,17,200000,9
savings,107740.83686336892,iis,17,50000,0
roi,0.8542300914480204,iis,17,50000,0
irr,0.06587797285219099,iis,17,50000,0
twr,0.07674978157861045,iis,17,50000,0
pension,427.9913753430933,iis,17,50000,0
kz,0.10271793008234238,iis,17,50000,0
savings,124843.6298987681,iis,17,50000,1
roi,1.148570792868976,iis,17,50000,1
irr,0.08084267189354888,iis,17,50000,1
twr,0.09623563843015615,iis,17,50000,1
pension,495.93077628455245,iis,17,50000,1
kz,0.11902338630829258,iis,17,50000,1
savings,89926.29609696995,iis,17,50000,2
roi,0.5476401436061062,iis,17,50000,2
irr,0.047180683227384,iis,17,50000,2
twr,0.05515250836914798,iis,17,50000,2
pension,357.22461664986315,iis,17,50000,2
kz,0.08573390799596715,iis,17,50000,2
savings,120331.78770313309,iis,17,50000,3
roi,1.070921557810401,iis,17,50000,3
irr,0.0771250246260522,iis,17,50000,3
twr,0.08310778763576199,iis,17,50000,3
pension,478.00786420350323,iis,17,50000,3
kz,0.11472188740884076,iis,17,50000,3
savings,125248.16702141333,iis,17,50000,4
roi,1.1555329153821678,iis,17,50000,4
irr,0.08116877439505332,iis,17,50000,4
twr,0.08970376876848718,iis,17,50000,4
pension,497.5377658396627,iis,17,50000,4
kz,0.11940906380151904,iis,17,50000,4
savings,147200.19200109903,iis,17,50000,5
roi,1.533329361656022,iis,17,50000,5
irr,0.09732578555569216,iis,17,50000,5
twr,0.10249796557721891,iis,17,50000,5
pension,584.7403311449258,iis,17,50000,5
kz,0.14033767947478218,iis,17,50000,5
savings,122085.61499101634,iis,17,50000,6
roi,1.1011050929217887,iis,17,50000,6
irr,0.07858804023255894,iis,17,50000,6
twr,0.0907461782320782,iis,17,50000,6
pension,484.974794987671,iis,17,50000,6
kz,0.11639395079704103,iis,17,50000,6
savings,123804.86068944781,iis,17,50000,7
roi,1.1306934755762401,iis,17,50000,7
irr,0.07999997071999965,iis,17,50000,7
twr,0.08868814836046623,iis,17,50000,7
pension,491.8043533282797,iis,17,50000,7
kz,0.11803304479878712,iis,17,50000,7
savings,157130.08906005073,iis,17,50000,8
roi,1.7042238383254293,iis,17,50000,8
irr,0.10379422743300237,iis,17,50000,8
twr,0.10340802792469406,iis,17,50000,8
pension,624.1860085965088,iis,17,50000,8
kz,0.1498046420631621,iis,17,50000,8
savings,97339.92092488265,iis,17,50000,9
roi,0.6752293348804838,iis,17,50000,9
irr,0.055425833275757785,iis,17,50000,9
twr,0.06899040242455112,iis,17,50000,9
pension,386.6746151717778,iis,17,50000,9
kz,0.09280190764122667,iis,17,50000,9
savings,215481.67372673785,iis,17,100000,0
roi,0.8542300914480204,iis,17,100000,0
irr,0.06587797285219099,iis,17,100000,0
twr,0.07674978157861045,iis,17,100000,0
pension,855.9827506861866,iis,17,100000,0
kz,0.10271793008234238,iis,17,100000,0
savings,249687.2597975362,iis,17,100000,1
roi,1.148570792868976,iis,17,100000,1
irr,0.08084267189354888,iis,17,100000,1
twr,0.09623563843015615,iis,17,100000,1
pension,991.8615525691049,iis,17,100000,1
kz,0.11902338630829258,iis,17,100000,1
savings,179852.5921939399,iis,17,100000,2
roi,0.5476401436061062,iis,17,100000,2
irr,0.047180683227384,iis,17,100000,2
twr,0.05515250836914798,iis,17,100000,2
pension,714.4492332997263,iis,17,100000,2
kz,0.08573390799596715,iis,17,100000,2
savings,240663.57540626617,iis,17,100000,3
roi,1.070921557810401,iis,17,100000,3
irr,0.0771250246260522,iis,17,100000,3
twr,0.08310778763576199,iis,17,100000,3
pension,956.0157284070065,iis,17,100000,3
kz,0.11472188740884076,iis,17,100000,3
savings,250496.33404282667,iis,17,100000,4
roi,1.1555329153821678,iis,17,100000,4
irr,0.08116877439505332,iis,17,100000,4
twr,0.08970376876848718,iis,17,100000,4
pension,995.0755316793254,iis,17,100000,4
kz,0.11940906380151904,iis,17,100000,4
savings,294400.38400219806,iis,17,100000,5
roi,1.533329361656022,iis,17,100000,5
irr,0.09732578555569216,iis,17,100000,5
twr,0.10249796557721891,iis,17,100000,5
pension,1169.4806622898516,iis,17,100000,5
kz,0.14033767947478218,iis,17,100000,5
savings,244171.22998203267,iis,17,100000,6
roi,1.1011050929217887,iis,17,100000,6
irr,0.07858804023255894,iis,17,100000,6
twr,0.0907461782320782,iis,17,100000,6
pension,969.949589975342,iis,17,100000,6
kz,0.11639395079704103,iis,17,100000,6
savings,247609.72137889563,iis,17,100000,7
roi,1.1306934755762401,iis,17,100000,7
irr,0.07999997071999965,iis,17,100000,7
twr,0.08868814836046623,iis,17,100000,7
pension,983.6087066565594,iis,17,100000,7
kz,0.11803304479878712,iis,17,100000,7
savings,314260.17812010145,iis,17,100000,8
roi,1.7042238383254293,iis,17,100000,8
irr,0.10379422743300237,iis,17,100000,8
twr,0.10340802792469406,iis,17,100000,8
pension,1248.3720171930177,iis,17,100000,8
kz,0.1498046420631621,iis,17,100000,8
savings,194679.8418497653,iis,17,100000,9
roi,0.6752293348804838,iis,17,100000,9
irr,0.055425833275757785,iis,17,100000,9
twr,0.06899040242455112,iis,17,100000,9
pension,773.3492303435556,iis,17,100000,9
kz,0.09280190764122667,iis,17,100000,9
savings,430963.3474534757,iis,17,200000,0
roi,0.8542300914480204,iis,17,200000,0
irr,0.06587797285219099,iis,17,200000,0
twr,0.07674978157861045,iis,17,200000,0
pension,1711.9655013723732,iis,17,200000,0
kz,0.10271793008234238,iis,17,200000,0
savings,499374.5195950724,iis,17,200000,1
roi,1.148570792868976,iis,17,200000,1
irr,0.08084267189354888,iis,17,200000,1
twr,0.09623563843015615,iis,17,200000,1
pension,1983.7231051382098,iis,17,200000,1
kz,0.11902338630829258,iis,17,200000,1
savings,359705.1843878798,iis,17,200000,2
roi,0.5476401436061062,iis,17,200000,2
irr,0.047180683227384,iis,17,200000,2
twr,0.05515250836914798,iis,17,200000,2
pension,1428.8984665994526,iis,17,200000,2
kz,0.08573390799596715,iis,17,200000,2
savings,481327.15081253235,iis,17,200000,3
roi,1.070921557810401,iis,17,200000,3
irr,0.0771250246260522,iis,17,200000,3
twr,0.08310778763576199,iis,17,200000,3
pension,1912.031456814013,iis,17,200000,3
kz,0.11472188740884076,iis,17,200000,3
savings,500992.66808565333,iis,17,200000,4
roi,1.1555329153821678,iis,17,200000,4
irr,0.08116877439505332,iis,17,200000,4
twr,0.08970376876848718,iis,17,200000,4
pension,1990.1510633586508,iis,17,200000,4
kz,0.11940906380151904,iis,17,200000,4
savings,588800.7680043961,iis,17,200000,5
roi,1.533329361656022,iis,17,200000,5
irr,0.09732578555569216,iis,17,200000,5
twr,0.10249796557721891,iis,17,200000,5
pension,2338.961324579703,iis,17,200000,5
kz,0.14033767947478218,iis,17,200000,5
savings,488342.45996406535,iis,17,200000,6
roi,1.1011050929217887,iis,17,200000,6
irr,0.07858804023255894,iis,17,200000,6
twr,0.0907461782320782,iis,17,200000,6
pension,1939.899179950684,iis,17,200000,6
kz,0.11639395079704103,iis,17,200000,6
savings,495219.44275779126,iis,17,200000,7
roi,1.1306934755762401,iis,17,200000,7
irr,0.07999997071999965,iis,17,200000,7
twr,0.08868814836046623,iis,17,200000,7
pension,1967.2174133131189,iis,17,200000,7
kz,0.11803304479878712,iis,17,200000,7
savings,628520.3562402029,iis,17,200000,8
roi,1.7042238383254293,iis,17,200000,8
irr,0.10379422743300237,iis,17,200000,8
twr,0.10340802792469406,iis,17,200000,8
pension,2496.7440343860353,iis,17,200000,8
kz,0.1498046420631621,iis,17,200000,8
savings,389359.6836995306,iis,17,200000,9
roi,0.6752293348804838,iis,17,200000,9
irr,0.055425833275757785,iis,17,200000,9
twr,0.06899040242455112,iis,17,200000,9
pension,1546.6984606871113,iis,17,200000,9
kz,0.09280190764122667,iis,17,200000,9
savings,142653.49244967801,iis,17,50000,0
roi,1.4550802281755635,iis,17,50000,0
irr,0.09420471598163416,iis,17,50000,0
twr,0.10102343485493237,iis,17,50000,0
pension,566.6789511618442,iis,17,50000,0
kz,0.1360029482788426,iis,17,50000,0
savings,193902.5488990959,iis,17,50000,1
roi,2.337081383850061,iis,17,50000,1
irr,0.1244213783032242,iis,17,50000,1
twr,0.12303583214610203,iis,17,50000,1
pension,770.261499742174,iis,17,50000,1
kz,0.18486275993812176,iis,17,50000,1
savings,87655.23918572992,iis,17,50000,2
roi,0.5085550372823778,iis,17,50000,2
irr,0.04450055908163386,iis,17,50000,2
twr,0.0694393158272748,iis,17,50000,2
pension,348.20303486879084,iis,17,50000,2
kz,0.0835687283685098,iis,17,50000,2
savings,130398.76381786454,iis,17,50000,3
roi,1.2441751781205475,iis,17,50000,3
irr,0.08522267288312202,iis,17,50000,3
twr,0.08301221127470049,iis,17,50000,3
pension,517.9980766273578,iis,17,50000,3
kz,0.12431953839056586,iis,17,50000,3
savings,234886.1007470403,iis,17,50000,4
roi,3.0424122249985173,iis,17,50000,4
irr,0.14299738101750004,iis,17,50000,4
twr,0.11808128413127772,iis,17,50000,4
pension,933.0651982515028,iis,17,50000,4
kz,0.22393564758036066,iis,17,50000,4
savings,122212.08219385533,iis,17,50000,5
roi,1.1032816055600068,iis,17,50000,5
irr,0.07869264321070024,iis,17,50000,5
twr,0.07829989578868735,iis,17,50000,5
pension,485.47717527034405,iis,17,50000,5
kz,0.11651452206488257,iis,17,50000,5
savings,115220.20250939504,iis,17,50000,6
roi,0.9829506884802434,iis,17,50000,6
irr,0.07272331728423698,iis,17,50000,6
twr,0.06470188652080688,iis,17,50000,6
pension,457.70252371291764,iis,17,50000,6
kz,0.10984860569110022,iis,17,50000,6
savings,54837.52180493222,iis,17,50000,7
roi,-0.05624101286600279,iis,17,50000,7
irr,-0.0065170364990546625,iis,17,50000,7
twr,0.0026391329808599373,iis,17,50000,7
pension,217.8374241464559,iis,17,50000,7
kz,0.052280981795149416,iis,17,50000,7
savings,168852.35542448232,iis,17,50000,8
roi,1.9059651619097466,iis,17,50000,8
irr,0.11088614991107071,iis,17,50000,8
twr,0.11212523930744656,iis,17,50000,8
pension,670.7517217421517,iis,17,50000,8
kz,0.1609804132181164,iis,17,50000,8
savings,75099.70997218101,iis,17,50000,9
roi,0.29247318048985455,iis,17,50000,9
irr,0.028100429110330616,iis,17,50000,9
twr,0.02810830352337379,iis,17,50000,9
pension,298.32725542703866,iis,17,50000,9
kz,0.07159854130248927,iis,17,50000,9
savings,285306.98489935603,iis,17,100000,0
roi,1.4550802281755635,iis,17,100000,0
irr,0.09420471598163416,iis,17,100000,0
twr,0.10102343485493237,iis,17,100000,0
pension,1133.3579023236884,iis,17,100000,0
kz,0.1360029482788426,iis,17,100000,0
savings,387805.0977981918,iis,17,100000,1
roi,2.337081383850061,iis,17,100000,1
irr,0.1244213783032242,iis,17,100000,1
twr,0.12303583214610203,iis,17,100000,1
pension,1540.522999484348,iis,17,100000,1
kz,0.18486275993812176,iis,17,100000,1
savings,175310.47837145985,iis,17,100000,2
roi,0.5085550372823778,iis,17,100000,2
irr,0.04450055908163386,iis,17,100000,2
twr,0.0694393158272748,iis,17,100000,2
pension,696.4060697375817,iis,17,100000,2
kz,0.0835687283685098,iis,17,100000,2
savings,260797.5276357291,iis,17,100000,3
roi,1.2441751781205475,iis,17,100000,3
irr,0.08522267288312202,iis,17,100000,3
twr,0.08301221127470049,iis,17,100000,3
pension,1035.9961532547156,iis,17,100000,3
kz,0.12431953839056586,iis,17,100000,3
savings,469772.2014940806,iis,17,100000,4
roi,3.0424122249985173,iis,17,100000,4
irr,0.14299738101750004,iis,17,100000,4
twr,0.11808128413127772,iis,17,100000,4
pension,1866.1303965030056,iis,17,100000,4
kz,0.22393564758036066,iis,17,100000,4
savings,244424.16438771065,iis,17,100000,5
roi,1.1032816055600068,iis,17,100000,5
irr,0.07869264321070024,iis,17,100000,5
twr,0.07829989578868735,iis,17,100000,5
pension,970.9543505406881,iis,17,100000,5
kz,0.11651452206488257,iis,17,100000,5
savings,230440.40501879007,iis,17,100000,6
roi,0.9829506884802434,iis,17,100000,6
irr,0.07272331728423698,iis,17,100000,6
twr,0.06470188652080688,iis,17,100000,6
pension,915.4050474258353,iis,17,100000,6
kz,0.10984860569110022,iis,17,100000,6
savings,109675.04360986444,iis,17,100000,7
roi,-0.05624101286600279,iis,17,100000,7
irr,-0.0065170364990546625,iis,17,100000,7
twr,0.0026391329808599373,iis,17,100000,7
pension,435.6748482929118,iis,17,100000,7
kz,0.052280981795149416,iis,17,100000,7
savings,337704.71084896463,iis,17,100000,8
roi,1.9059651619097466,iis,17,100000,8
irr,0.11088614991107071,iis,17,100000,8
twr,0.11212523930744656,iis,17,100000,8
pension,1341.5034434843035,iis,17,100000,8
kz,0.1609804132181164,iis,17,100000,8
savings,150199.41994436202,iis,17,100000,9
roi,0.29247318048985455,iis,17,100000,9
irr,0.028100429110330616,iis,17,100000,9
twr,0.02810830352337379,iis,17,100000,9
pension,596.6545108540773,iis,17,100000,9
kz,0.07159854130248927,iis,17,100000,9
savings,570613.9697987121,iis,17,200000,0
roi,1.4550802281755635,iis,17,200000,0
irr,0.09420471598163416,iis,17,200000,0
twr,0.10102343485493237,iis,17,200000,0
pension,2266.715804647377,iis,17,200000,0
kz,0.1360029482788426,iis,17,200000,0
