TRADEDATE;YIELD
18.06.2020;5,31
19.06.2020;5,26
22.06.2020;5,33
23.06.2020;5,35
25.06.2020;5,42
26.06.2020;5,41
29.06.2020;5,42
30.06.2020;5,56
02.07.2020;5,54
03.07.2020;5,66
06.07.2020;5,69
07.07.2020;5,61
08.07.2020;5,54
09.07.2020;5,47
10.07.2020;5,5
13.07.2020;5,48
14.07.2020;5,47
15.07.2020;5,48
16.07.2020;5,5
17.07.2020;5,49
20.07.2020;5,46
21.07.2020;5,43
22.07.2020;5,42
23.07.2020;5,42
24.07.2020;5,45
27.07.2020;5,45
28.07.2020;5,48
29.07.2020;5,5
30.07.2020;5,58
31.07.2020;5,56
03.08.2020;5,52
04.08.2020;5,51
05.08.2020;5,51
06.08.2020;5,53
07.08.2020;5,54
10.08.2020;5,54
11.08.2020;5,53
12.08.2020;5,55
13.08.2020;5,57
14.08.2020;5,61
17.08.2020;5,77
18.08.2020;5,78
19.08.2020;5,7
20.08.2020;5,73
21.08.2020;5,78
24.08.2020;5,76
25.08.2020;5,77
26.08.2020;5,81
27.08.2020;5,75
28.08.2020;5,73
31.08.2020;5,7
01.09.2020;5,72
02.09.2020;5,76
03.09.2020;5,83
04.09.2020;5,81
07.09.2020;5,83
08.09.2020;5,87
09.09.2020;5,85
10.09.2020;5,82
11.09.2020;5,82
14.09.2020;5,84
15.09.2020;5,83
16.09.2020;5,83
17.09.2020;5,84
18.09.2020;5,84
21.09.2020;5,88
22.09.2020;5,91
23.09.2020;5,93
24.09.2020;5,96
25.09.2020;5,94
28.09.2020;5,97
29.09.2020;5,97
30.09.2020;5,92
01.10.2020;5,86
02.10.2020;5,86
05.10.2020;5,85
06.10.2020;5,82
07.10.2020;5,8
08.10.2020;5,73
09.10.2020;5,72
12.10.2020;5,71
13.10.2020;5,71
14.10.2020;5,71
15.10.2020;5,76
16.10.2020;5,75
19.10.2020;5,72
20.10.2020;5,72
21.10.2020;5,71
22.10.2020;5,72
23.10.2020;5,71
26.10.2020;5,72
27.10.2020;5,74
28.10.2020;5,8
29.10.2020;5,84
30.10.2020;5,86
02.11.2020;5,97
03.11.2020;5,94
05.11.2020;5,75
06.11.2020;5,69
09.11.2020;5,63
10.11.2020;5,64
11.11.2020;5,65
12.11.2020;5,65
13.11.2020;5,63
16.11.2020;5,62
17.11.2020;5,63
18.11.2020;5,66
19.11.2020;5,64
20.11.2020;5,63
23.11.2020;5,61
24.11.2020;5,63
25.11.2020;5,63
26.11.2020;5,65
27.11.2020;5,65
30.11.2020;5,67
01.12.2020;5,66
02.12.2020;5,67
03.12.2020;5,67
04.12.2020;5,66
07.12.2020;5,65
08.12.2020;5,64
09.12.2020;5,65
10.12.2020;5,67
11.12.2020;5,69
14.12.2020;5,69
15.12.2020;5,7
16.12.2020;5,7
17.12.2020;5,69
18.12.2020;5,71
21.12.2020;5,78
22.12.2020;5,8
23.12.2020;5,82
24.12.2020;5,81
25.12.2020;5,78
28.12.2020;5,8
29.12.2020;5,77
30.12.2020;5,77
04.01.2021;5,75
05.01.2021;5,73
06.01.2021;5,72
08.01.2021;5,72
11.01.2021;5,79
12.01.2021;5,83
13.01.2021;5,85
14.01.2021;5,86
15.01.2021;5,95
18.01.2021;5,98
19.01.2021;5,96
20.01.2021;5,94
21.01.2021;5,98
22.01.2021;6,06
25.01.2021;6,06
26.01.2021;6,05
27.01.2021;6,06
28.01.2021;6,09
29.01.2021;6,06
01.02.2021;6,05
02.02.2021;6,06
03.02.2021;6,11
04.02.2021;6,07
05.02.2021;6,03
08.02.2021;5,99
09.02.2021;6,05
10.02.2021;6,09
11.02.2021;6,16
12.02.2021;6,25
15.02.2021;6,29
16.02.2021;6,37
17.02.2021;6,39
18.02.2021;6,36
19.02.2021;6,42
20.02.2021;6,42
22.02.2021;6,43
24.02.2021;6,41
25.02.2021;6,47
26.02.2021;6,56
01.03.2021;6,55
02.03.2021;6,53
03.03.2021;6,47
04.03.2021;6,37
05.03.2021;6,48
09.03.2021;6,47
10.03.2021;6,52
11.03.2021;6,59
12.03.2021;6,62
15.03.2021;6,62
16.03.2021;6,65
17.03.2021;6,68
18.03.2021;6,74
19.03.2021;6,81
22.03.2021;6,89
23.03.2021;7,03
24.03.2021;7
25.03.2021;6,94
26.03.2021;6,84
29.03.2021;6,81
30.03.2021;6,87
31.03.2021;6,86
01.04.2021;6,89
02.04.2021;6,88
05.04.2021;6,89
06.04.2021;6,93
07.04.2021;7,08
08.04.2021;7,07
09.04.2021;7,11
12.04.2021;7,08
13.04.2021;7,08
14.04.2021;6,89
15.04.2021;6,99
16.04.2021;6,78
19.04.2021;6,87
20.04.2021;6,9
21.04.2021;6,87
22.04.2021;6,81
23.04.2021;6,8
26.04.2021;6,78
27.04.2021;6,82
28.04.2021;6,86
29.04.2021;6,83
30.04.2021;6,84
04.05.2021;6,82
05.05.2021;6,8
06.05.2021;6,79
07.05.2021;6,81
10.05.2021;6,78
11.05.2021;6,83
12.05.2021;6,86
13.05.2021;6,93
14.05.2021;6,88
17.05.2021;6,88
18.05.2021;6,89
19.05.2021;6,9
20.05.2021;6,88
21.05.2021;6,87
24.05.2021;6,88
25.05.2021;6,9
26.05.2021;6,9
27.05.2021;6,89
28.05.2021;6,9
31.05.2021;6,92
01.06.2021;6,95
02.06.2021;6,96
03.06.2021;6,97
04.06.2021;7,01
07.06.2021;7,03
08.06.2021;7,09
09.06.2021;7,12
10.06.2021;7,09
11.06.2021;7
14.06.2021;7
15.06.2021;7,03
16.06.2021;7,08
17.06.2021;7,07
18.06.2021;6,99
21.06.2021;7,02
22.06.2021;7,02
23.06.2021;7,01
24.06.2021;6,98
25.06.2021;6,99
28.06.2021;7,03
29.06.2021;7,09
30.06.2021;7,09
01.07.2021;7,08
02.07.2021;7,1
05.07.2021;7,08
06.07.2021;7,09
07.07.2021;7,1
08.07.2021;7,13
09.07.2021;7,11
12.07.2021;7,13
13.07.2021;7,14
14.07.2021;7,14
15.07.2021;7,11
16.07.2021;7,11
19.07.2021;7,13
20.07.2021;7,1
21.07.2021;7,03
22.07.2021;6,96
23.07.2021;6,94
26.07.2021;6,93
27.07.2021;6,89
28.07.2021;6,86
29.07.2021;6,86
30.07.2021;6,85
02.08.2021;6,87
03.08.2021;6,89
04.08.2021;6,92
05.08.2021;6,9
06.08.2021;6,93
09.08.2021;6,97
10.08.2021;6,98
11.08.2021;7
12.08.2021;6,99
13.08.2021;6,99
16.08.2021;6,93
17.08.2021;6,9
18.08.2021;6,91
19.08.2021;6,95
20.08.2021;6,95
23.08.2021;6,96
24.08.2021;6,98
25.08.2021;6,99
26.08.2021;7,03
27.08.2021;7
30.08.2021;6,99
31.08.2021;6,98
01.09.2021;6,98
02.09.2021;7,02
03.09.2021;7,01
06.09.2021;7,02
07.09.2021;7,04
08.09.2021;7,05
09.09.2021;7,05
10.09.2021;7,03
13.09.2021;7,02
14.09.2021;7,04
15.09.2021;7,06
16.09.2021;7,07
17.09.2021;7,08
20.09.2021;7,17
21.09.2021;7,16
22.09.2021;7,15
23.09.2021;7,22
24.09.2021;7,26
27.09.2021;7,32
28.09.2021;7,31
29.09.2021;7,29
30.09.2021;7,33
01.10.2021;7,37
04.10.2021;7,42
05.10.2021;7,55
06.10.2021;7,62
07.10.2021;7,54
08.10.2021;7,46
11.10.2021;7,47
12.10.2021;7,49
13.10.2021;7,48
14.10.2021;7,44
15.10.2021;7,44
18.10.2021;7,52
19.10.2021;7,52
20.10.2021;7,55
21.10.2021;7,61
22.10.2021;7,79
25.10.2021;8
26.10.2021;8,09
27.10.2021;8,06
28.10.2021;8,24
29.10.2021;8,23
01.11.2021;8,33
02.11.2021;8,36
03.11.2021;8,33
05.11.2021;8,33
08.11.2021;8,27
09.11.2021;8,19
10.11.2021;8,11
11.11.2021;8,08
12.11.2021;8,16
15.11.2021;8,22
16.11.2021;8,32
17.11.2021;8,31
18.11.2021;8,41
19.11.2021;8,47
22.11.2021;8,66
23.11.2021;8,77
24.11.2021;8,69
25.11.2021;8,6
26.11.2021;8,63
29.11.2021;8,48
30.11.2021;8,49
01.12.2021;8,45
02.12.2021;8,53
03.12.2021;8,49
06.12.2021;8,49
07.12.2021;8,54
08.12.2021;8,64
09.12.2021;8,62
10.12.2021;8,6
13.12.2021;8,58
14.12.2021;8,6
15.12.2021;8,64
16.12.2021;8,64
17.12.2021;8,59
20.12.2021;8,55
21.12.2021;8,46
22.12.2021;8,47
23.12.2021;8,45
24.12.2021;8,44
27.12.2021;8,43
28.12.2021;8,44
29.12.2021;8,44
30.12.2021;8,45
03.01.2022;8,42
04.01.2022;8,35
05.01.2022;8,34
06.01.2022;8,32
10.01.2022;8,43
11.01.2022;8,56
12.01.2022;8,68
13.01.2022;8,75
14.01.2022;8,93
17.01.2022;9,36
18.01.2022;9,51
19.01.2022;9,55
20.01.2022;9,33
21.01.2022;9,39
24.01.2022;9,44
25.01.2022;9,73
26.01.2022;9,77
27.01.2022;9,81
28.01.2022;9,7
31.01.2022;9,55
01.02.2022;9,53
02.02.2022;9,49
03.02.2022;9,43
04.02.2022;9,47
07.02.2022;9,44
08.02.2022;9,45
09.02.2022;9,45
10.02.2022;9,44
11.02.2022;9,49
14.02.2022;9,72
15.02.2022;10,16
16.02.2022;9,97
17.02.2022;9,78
18.02.2022;9,88
21.02.2022;9,89
22.02.2022;10,36
24.02.2022;10,89
25.02.2022;14,53
21.03.2022;13,65
22.03.2022;15,1
23.03.2022;13,88
24.03.2022;14,04
25.03.2022;13,94
28.03.2022;13,74
29.03.2022;13,83
30.03.2022;13,45
31.03.2022;12,39
01.04.2022;11,83
04.04.2022;11,79
05.04.2022;12,09
06.04.2022;12,13
07.04.2022;12,2
08.04.2022;12,21
11.04.2022;11,44
12.04.2022;10,95
13.04.2022;10,96
14.04.2022;10,84
15.04.2022;10,7
18.04.2022;10,83
19.04.2022;10,68
20.04.2022;10,36
21.04.2022;10,18
22.04.2022;9,96
25.04.2022;10
26.04.2022;10,17
27.04.2022;10,09
28.04.2022;10,11
29.04.2022;10,16
04.05.2022;10,11
05.05.2022;10,2
06.05.2022;10,27
11.05.2022;10,31
12.05.2022;10,32
13.05.2022;10,36
16.05.2022;10,38
17.05.2022;10,34
18.05.2022;10,33
19.05.2022;10,35
20.05.2022;10,3
23.05.2022;10,24
24.05.2022;10,25
25.05.2022;10,25
26.05.2022;9,8
27.05.2022;9,54
30.05.2022;9,6
31.05.2022;9,64
01.06.2022;9,64
02.06.2022;9,44
03.06.2022;9,2
06.06.2022;9,18
07.06.2022;9,1
08.06.2022;9,09
09.06.2022;9,02
10.06.2022;8,99
14.06.2022;9,12
15.06.2022;9,12
16.06.2022;9,01
17.06.2022;9,02
20.06.2022;8,99
21.06.2022;8,97
22.06.2022;8,95
23.06.2022;8,86
24.06.2022;8,78
27.06.2022;8,66
28.06.2022;8,62
29.06.2022;8,65
30.06.2022;8,71
01.07.2022;8,75
04.07.2022;8,83
05.07.2022;8,9
06.07.2022;8,88
07.07.2022;8,78
08.07.2022;8,74
11.07.2022;8,74
12.07.2022;8,78
13.07.2022;8,79
14.07.2022;8,79
15.07.2022;8,78
18.07.2022;8,82
19.07.2022;8,83
20.07.2022;8,81
21.07.2022;8,68
22.07.2022;8,44
25.07.2022;8,33
26.07.2022;8,33
27.07.2022;8,33
28.07.2022;8,3
29.07.2022;8,26
01.08.2022;8,25
02.08.2022;8,26
03.08.2022;8,31
04.08.2022;8,31
05.08.2022;8,33
08.08.2022;8,34
09.08.2022;8,33
10.08.2022;8,36
11.08.2022;8,42
12.08.2022;8,51
15.08.2022;8,46
16.08.2022;8,43
17.08.2022;8,4
18.08.2022;8,4
19.08.2022;8,43
22.08.2022;8,48
23.08.2022;8,49
24.08.2022;8,52
25.08.2022;8,48
26.08.2022;8,48
29.08.2022;8,48
30.08.2022;8,48
31.08.2022;8,5
01.09.2022;8,49
02.09.2022;8,44
05.09.2022;8,37
06.09.2022;8,33
07.09.2022;8,33
08.09.2022;8,36
09.09.2022;8,4
12.09.2022;8,38
13.09.2022;8,41
14.09.2022;8,4
15.09.2022;8,37
16.09.2022;8,36
19.09.2022;8,61
20.09.2022;8,89
21.09.2022;9,38
22.09.2022;9,23
23.09.2022;9,49
26.09.2022;10,04
27.09.2022;9,57
28.09.2022;9,58
29.09.2022;9,91
30.09.2022;10,04
03.10.2022;9,82
04.10.2022;9,58
05.10.2022;9,57
06.10.2022;9,5
07.10.2022;9,52
10.10.2022;9,7
11.10.2022;9,54
12.10.2022;9,48
13.10.2022;9,44
14.10.2022;9,42
17.10.2022;9,32
18.10.2022;9,28
19.10.2022;9,27
20.10.2022;9,21
21.10.2022;9,13
24.10.2022;9,1
25.10.2022;9,1
26.10.2022;9,12
27.10.2022;9,16
28.10.2022;9,17
31.10.2022;9,23
01.11.2022;9,25
02.11.2022;9,34
03.11.2022;9,32
07.11.2022;9,3
08.11.2022;9,39
09.11.2022;9,43
10.11.2022;9,34
11.11.2022;9,31
14.11.2022;9,32
15.11.2022;9,31
16.11.2022;9,26
17.11.2022;9,15
18.11.2022;9,15
21.11.2022;9,15
22.11.2022;9,18
23.11.2022;9,17
24.11.2022;9,13
25.11.2022;9,12
28.11.2022;9,11
29.11.2022;9,11
30.11.2022;9,12
01.12.2022;9,18
02.12.2022;9,2
05.12.2022;9,23
06.12.2022;9,23
07.12.2022;9,23
08.12.2022;9,18
09.12.2022;9,17
12.12.2022;9,16
13.12.2022;9,11
14.12.2022;9,09
15.12.2022;9,11
16.12.2022;9,11
19.12.2022;9,19
20.12.2022;9,23
21.12.2022;9,23
22.12.2022;9,2
23.12.2022;9,21
26.12.2022;9,21
27.12.2022;9,23
28.12.2022;9,27
29.12.2022;9,25
30.12.2022;9,2
03.01.2023;9,09
04.01.2023;9,04
05.01.2023;9,01
06.01.2023;9,03
09.01.2023;9,17
10.01.2023;9,2
11.01.2023;9,23
12.01.2023;9,23
13.01.2023;9,22
16.01.2023;9,23
17.01.2023;9,21
18.01.2023;9,23
19.01.2023;9,21
20.01.2023;9,22
23.01.2023;9,25
24.01.2023;9,26
25.01.2023;9,25
26.01.2023;9,23
27.01.2023;9,22
30.01.2023;9,22
31.01.2023;9,22
01.02.2023;9,21
02.02.2023;9,2
03.02.2023;9,24
06.02.2023;9,25
07.02.2023;9,25
08.02.2023;9,29
09.02.2023;9,32
10.02.2023;9,34
13.02.2023;9,45
14.02.2023;9,5
15.02.2023;9,57
16.02.2023;9,56
17.02.2023;9,57
20.02.2023;9,58
21.02.2023;9,59
22.02.2023;9,56
24.02.2023;9,49
27.02.2023;9,51
28.02.2023;9,51
01.03.2023;9,58
02.03.2023;9,58
03.03.2023;9,54
06.03.2023;9,54
07.03.2023;9,52
09.03.2023;9,52
10.03.2023;9,51
13.03.2023;9,52
14.03.2023;9,54
15.03.2023;9,57
16.03.2023;9,59
17.03.2023;9,65
20.03.2023;9,66
21.03.2023;9,67
22.03.2023;9,62
23.03.2023;9,6
24.03.2023;9,58
27.03.2023;9,57
28.03.2023;9,57
29.03.2023;9,57
30.03.2023;9,57
31.03.2023;9,58
03.04.2023;9,57
04.04.2023;9,61
05.04.2023;9,61
06.04.2023;9,62
07.04.2023;9,65
10.04.2023;9,6
11.04.2023;9,59
12.04.2023;9,59
13.04.2023;9,59
14.04.2023;9,58
17.04.2023;9,56
18.04.2023;9,56
19.04.2023;9,55
20.04.2023;9,52
21.04.2023;9,51
24.04.2023;9,5
25.04.2023;9,5
26.04.2023;9,5
27.04.2023;9,47
28.04.2023;9,43
02.05.2023;9,42
03.05.2023;9,41
04.05.2023;9,41
05.05.2023;9,4
08.05.2023;9,4
10.05.2023;9,41
11.05.2023;9,41
12.05.2023;9,44
15.05.2023;9,45
16.05.2023;9,47
17.05.2023;9,48
18.05.2023;9,46
19.05.2023;9,44
22.05.2023;9,44
23.05.2023;9,45
24.05.2023;9,45
25.05.2023;9,45
26.05.2023;9,45
29.05.2023;9,47
30.05.2023;9,47
31.05.2023;9,47
01.06.2023;9,62
02.06.2023;9,62
05.06.2023;9,63
06.06.2023;9,63
07.06.2023;9,64
08.06.2023;9,64
09.06.2023;9,65
13.06.2023;9,67
14.06.2023;9,71
15.06.2023;9,72
16.06.2023;9,71
19.06.2023;9,72
20.06.2023;9,75
21.06.2023;9,78
22.06.2023;9,78
23.06.2023;9,78
26.06.2023;9,82
27.06.2023;9,81
28.06.2023;9,82
29.06.2023;9,83
30.06.2023;9,88
03.07.2023;9,89
04.07.2023;9,91
05.07.2023;9,89
06.07.2023;9,92
07.07.2023;9,94
10.07.2023;9,98
11.07.2023;10
12.07.2023;10,01
13.07.2023;10,02
14.07.2023;10,05
17.07.2023;10,12
18.07.2023;10,17
19.07.2023;10,2
20.07.2023;10,19
21.07.2023;10,23
24.07.2023;10,22
25.07.2023;10,21
26.07.2023;10,19
27.07.2023;10,2
28.07.2023;10,23
31.07.2023;10,28
01.08.2023;10,29
02.08.2023;10,3
03.08.2023;10,35
04.08.2023;10,39
07.08.2023;10,41
08.08.2023;10,45
09.08.2023;10,56
10.08.2023;10,63
11.08.2023;10,68
14.08.2023;10,84
15.08.2023;11,11
16.08.2023;11,04
17.08.2023;10,95
18.08.2023;10,83
21.08.2023;10,84
22.08.2023;10,85
23.08.2023;10,89
24.08.2023;10,97
25.08.2023;11
28.08.2023;11,03
29.08.2023;11,07
30.08.2023;11,08
31.08.2023;11,08
01.09.2023;11,15
04.09.2023;11,2
05.09.2023;11,28
06.09.2023;11,49
07.09.2023;11,77
08.09.2023;11,91
11.09.2023;11,93
12.09.2023;11,81
13.09.2023;11,67
14.09.2023;11,81
15.09.2023;11,9
18.09.2023;11,79
19.09.2023;11,81
20.09.2023;11,88
21.09.2023;11,86
22.09.2023;11,89
25.09.2023;11,92
26.09.2023;11,97
27.09.2023;11,99
28.09.2023;12,11
29.09.2023;12,2
02.10.2023;12,29
03.10.2023;12,28
04.10.2023;12,36
05.10.2023;12,41
06.10.2023;12,43
09.10.2023;12,46
10.10.2023;12,47
11.10.2023;12,46
12.10.2023;12,33
13.10.2023;12,33
16.10.2023;12,27
17.10.2023;12,25
18.10.2023;12,31
19.10.2023;12,36
20.10.2023;12,37
23.10.2023;12,37
24.10.2023;12,38
25.10.2023;12,36
26.10.2023;12,37
27.10.2023;12,61
30.10.2023;12,68
31.10.2023;12,61
01.11.2023;12,55
02.11.2023;12,3
03.11.2023;12,12
06.11.2023;11,89
07.11.2023;12,03
08.11.2023;12,01
09.11.2023;11,8
10.11.2023;11,65
13.11.2023;11,76
14.11.2023;11,93
15.11.2023;11,84
16.11.2023;11,8
17.11.2023;11,79
20.11.2023;11,73
21.11.2023;11,68
22.11.2023;11,61
23.11.2023;11,57
24.11.2023;11,58
27.11.2023;11,62
28.11.2023;11,61
29.11.2023;11,59
30.11.2023;11,63
01.12.2023;11,73
04.12.2023;11,98
05.12.2023;12,04
06.12.2023;12,07
07.12.2023;12,1
08.12.2023;12,08
11.12.2023;12,15
12.12.2023;12,26
13.12.2023;12,32
14.12.2023;12,34
15.12.2023;12,35
18.12.2023;12,18
19.12.2023;12,06
20.12.2023;11,96
21.12.2023;11,88
22.12.2023;11,87
25.12.2023;11,87
26.12.2023;11,94
27.12.2023;11,96
28.12.2023;12,01
29.12.2023;12,08
03.01.2024;11,96
04.01.2024;11,95
05.01.2024;11,97
08.01.2024;11,95
09.01.2024;12,06
10.01.2024;12,13
11.01.2024;12,2
12.01.2024;12,28
15.01.2024;12,23
16.01.2024;12,21
17.01.2024;12,14
18.01.2024;12,07
19.01.2024;12,04
22.01.2024;12,05
23.01.2024;12,04
24.01.2024;12,06
25.01.2024;12,04
26.01.2024;12,03
29.01.2024;12,06
30.01.2024;12,11
31.01.2024;12,1
01.02.2024;12,13
02.02.2024;12,18
05.02.2024;12,21
06.02.2024;12,22
07.02.2024;12,22
08.02.2024;12,24
09.02.2024;12,28
12.02.2024;12,28
13.02.2024;12,28
14.02.2024;12,29
15.02.2024;12,35
16.02.2024;12,41
19.02.2024;12,48
20.02.2024;12,5
21.02.2024;12,53
22.02.2024;12,55
26.02.2024;12,55
27.02.2024;12,58
28.02.2024;12,58
29.02.2024;12,6
01.03.2024;12,59
04.03.2024;12,69
05.03.2024;12,77
06.03.2024;12,86
07.03.2024;12,91
11.03.2024;12,93
12.03.2024;12,95
13.03.2024;13,02
14.03.2024;13,08
15.03.2024;13,21
18.03.2024;13,32
19.03.2024;13,32
20.03.2024;13,37
21.03.2024;13,39
22.03.2024;13,37
25.03.2024;13,38
26.03.2024;13,35
27.03.2024;13,33
28.03.2024;13,28
29.03.2024;13,34
01.04.2024;13,37
02.04.2024;13,43
03.04.2024;13,42
04.04.2024;13,49
05.04.2024;13,53
08.04.2024;13,56
09.04.2024;13,56
10.04.2024;13,57
11.04.2024;13,65
12.04.2024;13,64
15.04.2024;13,55
16.04.2024;13,64
17.04.2024;13,63
18.04.2024;13,61
19.04.2024;13,53
22.04.2024;13,55
23.04.2024;13,59
24.04.2024;13,6
25.04.2024;13,61
26.04.2024;13,73
27.04.2024;13,77
29.04.2024;13,74
30.04.2024;13,77
02.05.2024;13,85
03.05.2024;13,9
06.05.2024;13,93
07.05.2024;13,94
08.05.2024;13,94
10.05.2024;13,95
13.05.2024;14,07
14.05.2024;14,23
15.05.2024;14,27
16.05.2024;14,25
17.05.2024;14,29
20.05.2024;14,35
21.05.2024;14,45
22.05.2024;14,55
23.05.2024;14,69
24.05.2024;14,87
27.05.2024;15,04
28.05.2024;15,03
29.05.2024;15,07
30.05.2024;15,18
31.05.2024;15,33
03.06.2024;15,32
04.06.2024;15,06
05.06.2024;15,08
06.06.2024;15,03
07.06.2024;14,99
10.06.2024;15,19
11.06.2024;15,22
13.06.2024;15,31
14.06.2024;15,29
17.06.2024;15,49
18.06.2024;15,62
19.06.2024;15,77
20.06.2024;15,97
21.06.2024;15,93
24.06.2024;15,87
25.06.2024;15,69
26.06.2024;15,47
27.06.2024;15,66
28.06.2024;15,59
01.07.2024;15,67
02.07.2024;15,67
03.07.2024;15,61
04.07.2024;15,67
05.07.2024;15,86
08.07.2024;15,91
09.07.2024;15,92
10.07.2024;16,01
11.07.2024;16,06
12.07.2024;16,09
15.07.2024;16,25
16.07.2024;16,43
17.07.2024;16,56
18.07.2024;16,43
19.07.2024;16,22
22.07.2024;16,13
23.07.2024;16,26
24.07.2024;16,29
25.07.2024;16,24
26.07.2024;16,49
29.07.2024;16,6
30.07.2024;16,54
31.07.2024;16,33
01.08.2024;16,1
02.08.2024;16,12
05.08.2024;16,19
06.08.2024;16,13
07.08.2024;15,99
08.08.2024;15,67
09.08.2024;15,62
12.08.2024;15,72
13.08.2024;15,69
14.08.2024;15,71
15.08.2024;15,95
16.08.2024;16,12
19.08.2024;16,11
20.08.2024;16,17
21.08.2024;16,23
22.08.2024;16,24
23.08.2024;16,41
26.08.2024;16,56
27.08.2024;16,51
28.08.2024;16,58
29.08.2024;16,6
30.08.2024;16,73
02.09.2024;16,85
03.09.2024;16,88
04.09.2024;16,76
05.09.2024;16,49
06.09.2024;16,43
09.09.2024;16,4
10.09.2024;16,41
11.09.2024;16,44
12.09.2024;16,69
13.09.2024;16,87
16.09.2024;16,86
17.09.2024;16,95
18.09.2024;17,14
19.09.2024;17,19
20.09.2024;17,18
23.09.2024;17,19
24.09.2024;17,16
25.09.2024;17,12
26.09.2024;17,17
27.09.2024;17,32
30.09.2024;17,43
01.10.2024;17,54
02.10.2024;17,6
03.10.2024;17,84
04.10.2024;17,85
07.10.2024;17,97
08.10.2024;18,06
09.10.2024;18,06
10.10.2024;18
11.10.2024;17,93
14.10.2024;17,88
15.10.2024;17,86
16.10.2024;17,85
17.10.2024;17,88
18.10.2024;17,93
21.10.2024;18
22.10.2024;18,09
23.10.2024;18,14
24.10.2024;18,24
25.10.2024;18,5
28.10.2024;18,83
29.10.2024;18,94
30.10.2024;18,85
31.10.2024;19,15
01.11.2024;19,17
02.11.2024;19,13
05.11.2024;19,14
06.11.2024;18,96
07.11.2024;18,61
08.11.2024;18,45
11.11.2024;18,21
12.11.2024;18,33
13.11.2024;18,21
14.11.2024;18,15
15.11.2024;18,18
18.11.2024;18,24
19.11.2024;18,45
20.11.2024;18,47
21.11.2024;18,63
22.11.2024;18,52
25.11.2024;18,62
26.11.2024;18,7
27.11.2024;18,77
28.11.2024;18,8
29.11.2024;18,83
02.12.2024;18,54
03.12.2024;18,52
04.12.2024;18,51
05.12.2024;18,55
06.12.2024;18,49
09.12.2024;18,46
10.12.2024;18,44
11.12.2024;18,44
12.12.2024;18,5
13.12.2024;18,57
16.12.2024;18,69
17.12.2024;18,72
18.12.2024;18,65
19.12.2024;18,41
20.12.2024;17,54
23.12.2024;16,45
24.12.2024;16,32
25.12.2024;16,46
26.12.2024;16,36
27.12.2024;16,31
28.12.2024;16,26
30.12.2024;16,43
03.01.2025;16,39
06.01.2025;16,45
08.01.2025;16,45
09.01.2025;16,51
10.01.2025;16,62
13.01.2025;16,59
14.01.2025;16,59
15.01.2025;16,67
16.01.2025;16,68
17.01.2025;16,79
20.01.2025;16,75
21.01.2025;16,78
22.01.2025;16,8
23.01.2025;16,83
24.01.2025;16,84
27.01.2025;16,94
28.01.2025;16,99
29.01.2025;16,94
30.01.2025;16,89
31.01.2025;16,96
